[2026-07-31 11:24:30 BJT] ALERT | 新配额放出: 8 个
[2026-08-01 23:32:16 BJT] OK | 配额状态无变化
[2026-08-01 23:32:40 BJT] OK | 配额状态无变化
[2026-08-01 23:34:31 BJT] OK | 配额状态无变化
[2026-08-01 23:36:26 BJT] OK | 配额状态无变化
[2026-08-01 23:38:28 BJT] OK | 配额状态无变化
[2026-08-01 23:40:38 BJT] OK | 配额状态无变化
[2026-08-01 23:42:24 BJT] OK | 配额状态无变化
[2026-08-01 23:44:22 BJT] OK | 配额状态无变化
[2026-08-01 23:46:45 BJT] OK | 配额状态无变化
[2026-08-01 23:48:31 BJT] OK | 配额状态无变化
[2026-08-01 23:50:28 BJT] OK | 配额状态无变化
[2026-08-01 23:52:24 BJT] OK | 配额状态无变化
[2026-08-01 23:54:32 BJT] OK | 配额状态无变化
[2026-08-01 23:56:20 BJT] OK | 配额状态无变化
[2026-08-01 23:58:22 BJT] OK | 配额状态无变化
[2026-08-02 00:00:46 BJT] OK | 配额状态无变化
[2026-08-02 00:02:22 BJT] OK | 配额状态无变化
[2026-08-02 08:02:45 BJT] OK | 配额状态无变化
[2026-08-02 08:02:57 BJT] OK | 配额状态无变化
[2026-08-02 08:04:21 BJT] OK | 配额状态无变化
[2026-08-02 08:06:19 BJT] OK | 配额状态无变化
[2026-08-02 08:08:19 BJT] OK | 配额状态无变化
[2026-08-02 08:12:40 BJT] OK | 配额状态无变化
[2026-08-02 08:13:30 BJT] OK | 配额状态无变化
[2026-08-02 08:17:12 BJT] OK | 配额状态无变化
[2026-08-02 08:17:34 BJT] OK | 配额状态无变化
[2026-08-02 08:18:22 BJT] OK | 配额状态无变化
[2026-08-02 08:20:29 BJT] OK | 配额状态无变化
[2026-08-02 08:22:28 BJT] OK | 配额状态无变化
[2026-08-02 08:24:22 BJT] OK | 配额状态无变化
[2026-08-02 08:27:14 BJT] OK | 配额状态无变化
[2026-08-02 08:28:43 BJT] OK | 配额状态无变化
[2026-08-02 08:32:23 BJT] OK | 配额状态无变化
[2026-08-02 08:32:41 BJT] OK | 配额状态无变化
[2026-08-02 08:34:29 BJT] OK | 配额状态无变化
[2026-08-02 08:36:25 BJT] OK | 配额状态无变化
[2026-08-02 08:39:08 BJT] OK | 配额状态无变化
[2026-08-02 08:43:23 BJT] OK | 配额状态无变化
[2026-08-02 08:44:57 BJT] OK | 配额状态无变化
[2026-08-02 08:47:24 BJT] OK | 配额状态无变化
[2026-08-02 08:48:01 BJT] OK | 配额状态无变化
[2026-08-02 08:49:10 BJT] OK | 配额状态无变化
[2026-08-02 08:51:28 BJT] OK | 配额状态无变化
[2026-08-02 08:52:43 BJT] OK | 配额状态无变化
[2026-08-02 08:54:20 BJT] OK | 配额状态无变化
[2026-08-02 08:57:47 BJT] OK | 配额状态无变化
[2026-08-02 08:59:54 BJT] OK | 配额状态无变化
[2026-08-02 09:03:03 BJT] OK | 配额状态无变化
[2026-08-02 09:03:09 BJT] OK | 配额状态无变化
[2026-08-02 09:04:18 BJT] OK | 配额状态无变化
[2026-08-02 09:06:18 BJT] OK | 配额状态无变化
[2026-08-02 09:08:22 BJT] OK | 配额状态无变化
[2026-08-02 09:10:37 BJT] OK | 配额状态无变化
[2026-08-02 09:12:59 BJT] OK | 配额状态无变化
[2026-08-02 09:14:32 BJT] OK | 配额状态无变化
[2026-08-02 09:18:07 BJT] OK | 配额状态无变化
[2026-08-02 09:23:20 BJT] OK | 配额状态无变化
[2026-08-02 09:23:44 BJT] OK | 配额状态无变化
[2026-08-02 09:24:00 BJT] OK | 配额状态无变化
[2026-08-02 09:25:16 BJT] OK | 配额状态无变化
[2026-08-02 09:26:23 BJT] OK | 配额状态无变化
[2026-08-02 09:28:22 BJT] OK | 配额状态无变化
[2026-08-02 09:30:37 BJT] OK | 配额状态无变化
[2026-08-02 09:32:24 BJT] OK | 配额状态无变化
[2026-08-02 09:34:21 BJT] OK | 配额状态无变化
[2026-08-02 09:36:22 BJT] OK | 配额状态无变化
[2026-08-02 09:38:23 BJT] OK | 配额状态无变化
[2026-08-02 09:40:33 BJT] OK | 配额状态无变化
[2026-08-02 09:42:21 BJT] OK | 配额状态无变化
[2026-08-02 09:44:22 BJT] OK | 配额状态无变化
[2026-08-02 09:46:56 BJT] OK | 配额状态无变化
[2026-08-02 09:48:25 BJT] OK | 配额状态无变化
[2026-08-02 09:50:35 BJT] OK | 配额状态无变化
[2026-08-02 09:52:23 BJT] OK | 配额状态无变化
[2026-08-02 09:54:25 BJT] OK | 配额状态无变化
[2026-08-02 09:56:22 BJT] OK | 配额状态无变化
[2026-08-02 09:58:24 BJT] OK | 配额状态无变化
[2026-08-02 10:02:01 BJT] ALERT | 新配额放出: 29 个
[2026-08-02 10:02:22 BJT] ALERT | 新配额放出: 29 个
[2026-08-02 10:04:28 BJT] OK | 配额状态无变化
[2026-08-02 10:06:26 BJT] OK | 配额状态无变化
[2026-08-02 10:08:24 BJT] OK | 配额状态无变化
[2026-08-02 10:10:33 BJT] OK | 配额状态无变化
[2026-08-02 10:12:26 BJT] OK | 配额状态无变化
[2026-08-02 10:14:22 BJT] OK | 配额状态无变化
[2026-08-02 10:16:22 BJT] OK | 配额状态无变化
[2026-08-02 10:18:21 BJT] OK | 配额状态无变化
[2026-08-02 10:20:34 BJT] OK | 配额状态无变化
[2026-08-02 10:22:26 BJT] OK | 配额状态无变化
[2026-08-02 10:24:23 BJT] OK | 配额状态无变化
[2026-08-02 10:26:39 BJT] OK | 配额状态无变化
[2026-08-02 10:28:24 BJT] OK | 配额状态无变化
[2026-08-02 10:32:13 BJT] OK | 配额状态无变化
[2026-08-02 10:32:26 BJT] OK | 配额状态无变化
[2026-08-02 10:34:20 BJT] OK | 配额状态无变化
[2026-08-02 10:36:21 BJT] OK | 配额状态无变化
[2026-08-02 10:38:27 BJT] OK | 配额状态无变化
[2026-08-02 10:40:36 BJT] OK | 配额状态无变化
[2026-08-02 10:42:30 BJT] OK | 配额状态无变化
[2026-08-02 10:46:47 BJT] OK | 配额状态无变化
[2026-08-02 10:47:18 BJT] OK | 配额状态无变化
[2026-08-02 10:48:26 BJT] OK | 配额状态无变化
[2026-08-02 10:50:35 BJT] OK | 配额状态无变化
[2026-08-02 10:52:22 BJT] OK | 配额状态无变化
[2026-08-02 10:56:18 BJT] OK | 配额状态无变化
[2026-08-02 10:56:52 BJT] OK | 配额状态无变化
[2026-08-02 10:58:24 BJT] OK | 配额状态无变化
[2026-08-02 11:00:43 BJT] OK | 配额状态无变化
[2026-08-02 11:02:20 BJT] ALERT | 新配额放出: 14 个
[2026-08-02 11:04:25 BJT] OK | 配额状态无变化
[2026-08-02 11:06:24 BJT] OK | 配额状态无变化
[2026-08-02 11:08:21 BJT] OK | 配额状态无变化
[2026-08-02 11:11:42 BJT] OK | 配额状态无变化
[2026-08-02 11:12:24 BJT] OK | 配额状态无变化
[2026-08-02 11:16:57 BJT] OK | 配额状态无变化
[2026-08-02 11:17:21 BJT] OK | 配额状态无变化
[2026-08-02 11:18:23 BJT] OK | 配额状态无变化
[2026-08-02 11:22:06 BJT] OK | 配额状态无变化
[2026-08-02 11:24:02 BJT] OK | 配额状态无变化
[2026-08-02 11:28:35 BJT] OK | 配额状态无变化
[2026-08-02 11:29:35 BJT] OK | 配额状态无变化
[2026-08-02 11:29:57 BJT] OK | 配额状态无变化
[2026-08-02 11:34:28 BJT] OK | 配额状态无变化
[2026-08-02 11:34:58 BJT] OK | 配额状态无变化
[2026-08-02 11:36:17 BJT] OK | 配额状态无变化
[2026-08-02 11:37:15 BJT] OK | 配额状态无变化
[2026-08-02 11:38:22 BJT] OK | 配额状态无变化
[2026-08-02 11:40:45 BJT] OK | 配额状态无变化
[2026-08-02 11:42:22 BJT] OK | 配额状态无变化
[2026-08-02 11:44:28 BJT] OK | 配额状态无变化
[2026-08-02 11:47:13 BJT] OK | 配额状态无变化
[2026-08-02 11:48:55 BJT] OK | 配额状态无变化
[2026-08-02 11:53:08 BJT] OK | 配额状态无变化
[2026-08-02 11:53:28 BJT] OK | 配额状态无变化
[2026-08-02 11:54:53 BJT] OK | 配额状态无变化
[2026-08-02 11:56:58 BJT] OK | 配额状态无变化
[2026-08-02 11:58:22 BJT] OK | 配额状态无变化
[2026-08-02 12:03:39 BJT] OK | 配额状态无变化
[2026-08-02 12:03:54 BJT] OK | 配额状态无变化
[2026-08-02 12:06:54 BJT] OK | 配额状态无变化
[2026-08-02 12:08:14 BJT] OK | 配额状态无变化
[2026-08-02 12:17:09 BJT] OK | 配额状态无变化
[2026-08-02 12:17:47 BJT] OK | 配额状态无变化
[2026-08-02 12:18:57 BJT] OK | 配额状态无变化
[2026-08-02 12:22:09 BJT] OK | 配额状态无变化
[2026-08-02 12:23:03 BJT] OK | 配额状态无变化
[2026-08-02 12:29:59 BJT] OK | 配额状态无变化
[2026-08-02 12:33:14 BJT] OK | 配额状态无变化
[2026-08-02 12:34:44 BJT] OK | 配额状态无变化
[2026-08-02 12:37:40 BJT] OK | 配额状态无变化
[2026-08-02 12:37:48 BJT] OK | 配额状态无变化
[2026-08-02 12:38:17 BJT] OK | 配额状态无变化
[2026-08-02 12:38:34 BJT] OK | 配额状态无变化
[2026-08-02 12:45:07 BJT] OK | 配额状态无变化
[2026-08-02 12:48:03 BJT] OK | 配额状态无变化
[2026-08-02 12:48:41 BJT] OK | 配额状态无变化
[2026-08-02 12:49:29 BJT] OK | 配额状态无变化
[2026-08-02 12:49:47 BJT] OK | 配额状态无变化
[2026-08-02 12:49:56 BJT] OK | 配额状态无变化
[2026-08-02 12:52:23 BJT] OK | 配额状态无变化
[2026-08-02 12:54:01 BJT] OK | 配额状态无变化
[2026-08-02 12:54:58 BJT] OK | 配额状态无变化
[2026-08-02 12:55:06 BJT] OK | 配额状态无变化
[2026-08-02 12:55:43 BJT] OK | 配额状态无变化
[2026-08-02 12:56:47 BJT] OK | 配额状态无变化
[2026-08-02 12:58:24 BJT] OK | 配额状态无变化
[2026-08-02 13:04:52 BJT] OK | 配额状态无变化
[2026-08-02 13:07:02 BJT] OK | 配额状态无变化
[2026-08-02 13:08:06 BJT] OK | 配额状态无变化
[2026-08-02 13:09:14 BJT] OK | 配额状态无变化
[2026-08-02 13:18:07 BJT] OK | 配额状态无变化
[2026-08-02 13:18:54 BJT] OK | 配额状态无变化
[2026-08-02 13:19:02 BJT] OK | 配额状态无变化
[2026-08-02 13:23:35 BJT] OK | 配额状态无变化
[2026-08-02 13:23:40 BJT] OK | 配额状态无变化
[2026-08-02 13:40:13 BJT] OK | 配额状态无变化
[2026-08-02 13:41:15 BJT] OK | 配额状态无变化
[2026-08-02 13:41:33 BJT] OK | 配额状态无变化
[2026-08-02 13:41:46 BJT] OK | 配额状态无变化
[2026-08-02 13:42:14 BJT] OK | 配额状态无变化
[2026-08-02 13:43:59 BJT] OK | 配额状态无变化
[2026-08-02 13:44:00 BJT] OK | 配额状态无变化
[2026-08-02 13:44:18 BJT] OK | 配额状态无变化
[2026-08-02 13:44:38 BJT] OK | 配额状态无变化
[2026-08-02 13:44:53 BJT] OK | 配额状态无变化
[2026-08-02 13:46:21 BJT] OK | 配额状态无变化
[2026-08-02 13:48:20 BJT] OK | 配额状态无变化
[2026-08-02 13:57:33 BJT] OK | 配额状态无变化
[2026-08-02 13:57:51 BJT] OK | 配额状态无变化
[2026-08-02 13:57:58 BJT] OK | 配额状态无变化
[2026-08-02 13:58:23 BJT] OK | 配额状态无变化
[2026-08-02 13:58:39 BJT] OK | 配额状态无变化
[2026-08-02 14:07:50 BJT] ALERT | 新配额放出: 11 个
[2026-08-02 14:09:11 BJT] ALERT | 新配额放出: 11 个
[2026-08-02 14:09:48 BJT] ALERT | 新配额放出: 11 个
[2026-08-02 14:18:32 BJT] ALERT | 新配额放出: 2 个
[2026-08-02 14:18:39 BJT] OK | 配额状态无变化
[2026-08-02 14:19:04 BJT] OK | 配额状态无变化
[2026-08-02 14:19:14 BJT] OK | 配额状态无变化
[2026-08-02 14:19:41 BJT] OK | 配额状态无变化
[2026-08-02 14:19:59 BJT] OK | 配额状态无变化
[2026-08-02 14:20:07 BJT] OK | 配额状态无变化
[2026-08-02 14:21:30 BJT] OK | 配额状态无变化
[2026-08-02 14:22:20 BJT] OK | 配额状态无变化
[2026-08-02 14:24:18 BJT] OK | 配额状态无变化
[2026-08-02 14:26:24 BJT] OK | 配额状态无变化
[2026-08-02 14:28:23 BJT] OK | 配额状态无变化
[2026-08-02 14:33:26 BJT] OK | 配额状态无变化
[2026-08-02 14:33:40 BJT] OK | 配额状态无变化
[2026-08-02 14:34:45 BJT] OK | 配额状态无变化
[2026-08-02 14:36:51 BJT] OK | 配额状态无变化
[2026-08-02 14:38:27 BJT] OK | 配额状态无变化
[2026-08-02 14:40:38 BJT] OK | 配额状态无变化
[2026-08-02 14:42:21 BJT] OK | 配额状态无变化
[2026-08-02 14:46:48 BJT] OK | 配额状态无变化
[2026-08-02 14:46:55 BJT] OK | 配额状态无变化
[2026-08-02 14:48:28 BJT] OK | 配额状态无变化
[2026-08-02 14:51:56 BJT] OK | 配额状态无变化
[2026-08-02 14:52:23 BJT] OK | 配额状态无变化
[2026-08-02 14:54:27 BJT] OK | 配额状态无变化
[2026-08-02 14:56:22 BJT] OK | 配额状态无变化
[2026-08-02 14:58:22 BJT] OK | 配额状态无变化
[2026-08-02 15:00:42 BJT] OK | 配额状态无变化
[2026-08-02 15:02:25 BJT] OK | 配额状态无变化
[2026-08-02 15:04:24 BJT] OK | 配额状态无变化
[2026-08-02 15:08:08 BJT] OK | 配额状态无变化
[2026-08-02 15:08:27 BJT] OK | 配额状态无变化
[2026-08-02 15:10:33 BJT] OK | 配额状态无变化
[2026-08-02 15:12:19 BJT] OK | 配额状态无变化
[2026-08-02 15:14:29 BJT] OK | 配额状态无变化
[2026-08-02 15:16:27 BJT] OK | 配额状态无变化
[2026-08-02 15:18:28 BJT] ALERT | 新配额放出: 5 个
[2026-08-02 15:20:33 BJT] OK | 配额状态无变化
[2026-08-02 15:22:23 BJT] OK | 配额状态无变化
[2026-08-02 15:24:26 BJT] OK | 配额状态无变化
[2026-08-02 15:26:23 BJT] OK | 配额状态无变化
[2026-08-02 15:28:25 BJT] OK | 配额状态无变化
[2026-08-02 15:30:37 BJT] OK | 配额状态无变化
[2026-08-02 15:32:24 BJT] OK | 配额状态无变化
[2026-08-02 15:34:26 BJT] OK | 配额状态无变化
[2026-08-02 15:36:25 BJT] OK | 配额状态无变化
[2026-08-02 15:38:27 BJT] OK | 配额状态无变化
[2026-08-02 15:40:36 BJT] OK | 配额状态无变化
[2026-08-02 15:42:28 BJT] OK | 配额状态无变化
[2026-08-02 15:44:25 BJT] OK | 配额状态无变化
[2026-08-02 15:46:24 BJT] OK | 配额状态无变化
[2026-08-02 15:48:24 BJT] OK | 配额状态无变化
[2026-08-02 15:50:36 BJT] OK | 配额状态无变化
[2026-08-02 15:52:26 BJT] OK | 配额状态无变化
[2026-08-02 15:54:28 BJT] OK | 配额状态无变化
[2026-08-02 15:56:24 BJT] OK | 配额状态无变化
[2026-08-02 15:58:18 BJT] OK | 配额状态无变化
[2026-08-02 16:00:43 BJT] OK | 配额状态无变化
[2026-08-02 16:02:29 BJT] OK | 配额状态无变化
[2026-08-02 16:04:20 BJT] ALERT | 新配额放出: 4 个
[2026-08-02 16:06:23 BJT] OK | 配额状态无变化
[2026-08-02 16:08:24 BJT] ALERT | 新配额放出: 1 个
[2026-08-02 16:10:34 BJT] OK | 配额状态无变化
[2026-08-02 16:12:22 BJT] ALERT | 新配额放出: 1 个
[2026-08-02 16:14:20 BJT] OK | 配额状态无变化
[2026-08-02 16:16:22 BJT] OK | 配额状态无变化
[2026-08-02 16:18:22 BJT] OK | 配额状态无变化
[2026-08-02 16:20:32 BJT] OK | 配额状态无变化
[2026-08-02 16:22:21 BJT] OK | 配额状态无变化
[2026-08-02 16:24:31 BJT] OK | 配额状态无变化
[2026-08-02 16:26:22 BJT] OK | 配额状态无变化
[2026-08-02 16:28:22 BJT] OK | 配额状态无变化
[2026-08-02 16:30:35 BJT] OK | 配额状态无变化
[2026-08-02 16:32:22 BJT] OK | 配额状态无变化
[2026-08-02 16:34:24 BJT] OK | 配额状态无变化
[2026-08-02 16:36:23 BJT] OK | 配额状态无变化
[2026-08-02 16:38:22 BJT] OK | 配额状态无变化
[2026-08-02 16:40:35 BJT] OK | 配额状态无变化
[2026-08-02 16:42:24 BJT] OK | 配额状态无变化
[2026-08-02 16:44:24 BJT] OK | 配额状态无变化
[2026-08-02 16:46:23 BJT] OK | 配额状态无变化
[2026-08-02 16:48:26 BJT] OK | 配额状态无变化
[2026-08-02 16:50:31 BJT] OK | 配额状态无变化
[2026-08-02 16:52:27 BJT] OK | 配额状态无变化
[2026-08-02 16:54:21 BJT] OK | 配额状态无变化
[2026-08-02 16:56:20 BJT] OK | 配额状态无变化
[2026-08-02 16:58:20 BJT] OK | 配额状态无变化
[2026-08-02 17:00:43 BJT] OK | 配额状态无变化
[2026-08-02 17:02:22 BJT] OK | 配额状态无变化
[2026-08-02 17:04:31 BJT] ALERT | 新配额放出: 4 个
[2026-08-02 17:06:27 BJT] OK | 配额状态无变化
[2026-08-02 17:08:21 BJT] OK | 配额状态无变化
[2026-08-02 17:10:35 BJT] OK | 配额状态无变化
[2026-08-02 17:12:24 BJT] OK | 配额状态无变化
[2026-08-02 17:14:23 BJT] OK | 配额状态无变化
[2026-08-02 17:16:25 BJT] OK | 配额状态无变化
[2026-08-02 17:18:20 BJT] OK | 配额状态无变化
[2026-08-02 17:20:37 BJT] OK | 配额状态无变化
[2026-08-02 17:22:31 BJT] OK | 配额状态无变化
[2026-08-02 17:24:27 BJT] OK | 配额状态无变化
[2026-08-02 17:26:24 BJT] OK | 配额状态无变化
[2026-08-02 17:28:23 BJT] OK | 配额状态无变化
[2026-08-02 17:30:39 BJT] OK | 配额状态无变化
[2026-08-02 17:32:29 BJT] OK | 配额状态无变化
[2026-08-02 17:34:22 BJT] OK | 配额状态无变化
[2026-08-02 17:36:22 BJT] OK | 配额状态无变化
[2026-08-02 17:38:25 BJT] OK | 配额状态无变化
[2026-08-02 17:40:33 BJT] OK | 配额状态无变化
[2026-08-02 17:42:26 BJT] OK | 配额状态无变化
[2026-08-02 17:44:29 BJT] OK | 配额状态无变化
[2026-08-02 17:46:22 BJT] OK | 配额状态无变化
[2026-08-02 17:48:20 BJT] OK | 配额状态无变化
[2026-08-02 17:50:39 BJT] OK | 配额状态无变化
[2026-08-02 17:52:24 BJT] OK | 配额状态无变化
[2026-08-02 17:54:26 BJT] ALERT | 新配额放出: 1 个
[2026-08-02 17:56:26 BJT] OK | 配额状态无变化
[2026-08-02 17:58:29 BJT] OK | 配额状态无变化
[2026-08-02 18:00:46 BJT] ALERT | 新配额放出: 1 个
[2026-08-02 18:02:29 BJT] OK | 配额状态无变化
[2026-08-02 18:04:22 BJT] OK | 配额状态无变化
[2026-08-02 18:06:29 BJT] OK | 配额状态无变化
[2026-08-02 18:08:27 BJT] OK | 配额状态无变化
[2026-08-02 18:10:32 BJT] OK | 配额状态无变化
[2026-08-02 18:12:26 BJT] OK | 配额状态无变化
[2026-08-02 18:14:26 BJT] OK | 配额状态无变化
[2026-08-02 18:16:29 BJT] OK | 配额状态无变化
[2026-08-02 18:18:27 BJT] OK | 配额状态无变化
[2026-08-02 18:20:33 BJT] OK | 配额状态无变化
[2026-08-02 18:22:22 BJT] OK | 配额状态无变化
[2026-08-02 18:24:20 BJT] OK | 配额状态无变化
[2026-08-02 18:26:23 BJT] OK | 配额状态无变化
[2026-08-02 18:28:21 BJT] OK | 配额状态无变化
[2026-08-02 18:30:39 BJT] OK | 配额状态无变化
[2026-08-02 18:32:19 BJT] OK | 配额状态无变化
[2026-08-02 18:34:23 BJT] OK | 配额状态无变化
[2026-08-02 18:36:21 BJT] OK | 配额状态无变化
[2026-08-02 18:38:23 BJT] OK | 配额状态无变化
[2026-08-02 18:40:31 BJT] OK | 配额状态无变化
[2026-08-02 18:42:22 BJT] OK | 配额状态无变化
[2026-08-02 18:44:22 BJT] OK | 配额状态无变化
[2026-08-02 18:46:23 BJT] OK | 配额状态无变化
[2026-08-02 18:48:26 BJT] OK | 配额状态无变化
[2026-08-02 18:50:36 BJT] OK | 配额状态无变化
[2026-08-02 18:52:29 BJT] OK | 配额状态无变化
[2026-08-02 18:54:22 BJT] OK | 配额状态无变化
[2026-08-02 18:56:23 BJT] OK | 配额状态无变化
[2026-08-02 18:58:26 BJT] OK | 配额状态无变化
[2026-08-02 19:00:44 BJT] OK | 配额状态无变化
[2026-08-02 19:02:24 BJT] OK | 配额状态无变化
[2026-08-02 19:04:22 BJT] OK | 配额状态无变化
[2026-08-02 19:06:25 BJT] OK | 配额状态无变化
[2026-08-02 19:08:21 BJT] OK | 配额状态无变化
[2026-08-02 19:10:29 BJT] OK | 配额状态无变化
[2026-08-02 19:12:31 BJT] OK | 配额状态无变化
[2026-08-02 19:14:22 BJT] OK | 配额状态无变化
[2026-08-02 19:16:24 BJT] OK | 配额状态无变化
[2026-08-02 19:18:19 BJT] OK | 配额状态无变化
[2026-08-02 19:20:28 BJT] OK | 配额状态无变化
[2026-08-02 19:22:22 BJT] OK | 配额状态无变化
[2026-08-02 19:24:29 BJT] OK | 配额状态无变化
[2026-08-02 19:26:27 BJT] OK | 配额状态无变化
[2026-08-02 19:28:21 BJT] OK | 配额状态无变化
[2026-08-02 19:30:37 BJT] OK | 配额状态无变化
[2026-08-02 19:32:21 BJT] OK | 配额状态无变化
[2026-08-02 19:34:20 BJT] OK | 配额状态无变化
[2026-08-02 19:36:24 BJT] OK | 配额状态无变化
[2026-08-02 19:38:24 BJT] OK | 配额状态无变化
[2026-08-02 19:40:32 BJT] OK | 配额状态无变化
[2026-08-02 19:42:25 BJT] OK | 配额状态无变化
[2026-08-02 19:44:26 BJT] OK | 配额状态无变化
[2026-08-02 19:46:23 BJT] OK | 配额状态无变化
[2026-08-02 19:48:22 BJT] OK | 配额状态无变化
[2026-08-02 19:50:39 BJT] OK | 配额状态无变化
[2026-08-02 19:52:24 BJT] OK | 配额状态无变化
[2026-08-02 19:54:19 BJT] OK | 配额状态无变化
[2026-08-02 19:56:21 BJT] OK | 配额状态无变化
[2026-08-02 19:58:26 BJT] OK | 配额状态无变化
[2026-08-02 20:01:39 BJT] OK | 配额状态无变化
[2026-08-02 20:02:23 BJT] OK | 配额状态无变化
[2026-08-02 20:04:22 BJT] OK | 配额状态无变化
[2026-08-02 20:06:21 BJT] OK | 配额状态无变化
[2026-08-02 20:08:22 BJT] OK | 配额状态无变化
[2026-08-02 20:10:31 BJT] OK | 配额状态无变化
[2026-08-02 20:12:26 BJT] OK | 配额状态无变化
[2026-08-02 20:14:22 BJT] OK | 配额状态无变化
[2026-08-02 20:16:27 BJT] OK | 配额状态无变化
[2026-08-02 20:18:19 BJT] OK | 配额状态无变化
[2026-08-02 20:20:32 BJT] OK | 配额状态无变化
[2026-08-02 20:22:25 BJT] OK | 配额状态无变化
[2026-08-02 20:24:19 BJT] OK | 配额状态无变化
[2026-08-02 20:26:20 BJT] OK | 配额状态无变化
[2026-08-02 20:28:25 BJT] OK | 配额状态无变化
[2026-08-02 20:30:39 BJT] OK | 配额状态无变化
[2026-08-02 20:32:22 BJT] OK | 配额状态无变化
[2026-08-02 20:34:20 BJT] OK | 配额状态无变化
[2026-08-02 20:36:31 BJT] OK | 配额状态无变化
[2026-08-02 20:38:22 BJT] OK | 配额状态无变化
[2026-08-02 20:40:38 BJT] OK | 配额状态无变化
[2026-08-02 20:42:21 BJT] OK | 配额状态无变化
[2026-08-02 20:44:23 BJT] OK | 配额状态无变化
[2026-08-02 20:46:23 BJT] OK | 配额状态无变化
[2026-08-02 20:48:25 BJT] OK | 配额状态无变化
[2026-08-02 20:50:34 BJT] OK | 配额状态无变化
[2026-08-02 20:52:22 BJT] OK | 配额状态无变化
[2026-08-02 20:54:27 BJT] OK | 配额状态无变化
[2026-08-02 20:56:23 BJT] OK | 配额状态无变化
[2026-08-02 20:58:23 BJT] OK | 配额状态无变化
[2026-08-02 21:00:48 BJT] OK | 配额状态无变化
[2026-08-02 21:02:23 BJT] OK | 配额状态无变化
[2026-08-02 21:04:25 BJT] OK | 配额状态无变化
[2026-08-02 21:06:21 BJT] OK | 配额状态无变化
[2026-08-02 21:08:25 BJT] OK | 配额状态无变化
[2026-08-02 21:10:31 BJT] OK | 配额状态无变化
[2026-08-02 21:12:22 BJT] OK | 配额状态无变化
[2026-08-02 21:14:23 BJT] OK | 配额状态无变化
[2026-08-02 21:16:22 BJT] OK | 配额状态无变化
[2026-08-02 21:18:23 BJT] OK | 配额状态无变化
[2026-08-02 21:20:34 BJT] OK | 配额状态无变化
[2026-08-02 21:22:23 BJT] OK | 配额状态无变化
[2026-08-02 21:24:23 BJT] OK | 配额状态无变化
[2026-08-02 21:26:25 BJT] OK | 配额状态无变化
[2026-08-02 21:28:26 BJT] OK | 配额状态无变化
[2026-08-02 21:30:39 BJT] OK | 配额状态无变化
[2026-08-02 21:32:28 BJT] OK | 配额状态无变化
[2026-08-02 21:34:25 BJT] OK | 配额状态无变化
[2026-08-02 21:36:22 BJT] OK | 配额状态无变化
[2026-08-02 21:38:23 BJT] OK | 配额状态无变化
[2026-08-02 21:40:30 BJT] OK | 配额状态无变化
[2026-08-02 21:42:22 BJT] OK | 配额状态无变化
[2026-08-02 21:44:23 BJT] OK | 配额状态无变化
[2026-08-02 21:46:23 BJT] OK | 配额状态无变化
[2026-08-02 21:48:24 BJT] OK | 配额状态无变化
[2026-08-02 21:50:30 BJT] OK | 配额状态无变化
[2026-08-02 21:52:21 BJT] OK | 配额状态无变化
[2026-08-02 21:54:26 BJT] OK | 配额状态无变化
[2026-08-02 21:56:28 BJT] OK | 配额状态无变化
[2026-08-02 21:58:22 BJT] OK | 配额状态无变化
[2026-08-02 22:00:45 BJT] OK | 配额状态无变化
[2026-08-02 22:02:29 BJT] OK | 配额状态无变化
[2026-08-02 22:04:21 BJT] OK | 配额状态无变化
[2026-08-02 22:06:24 BJT] OK | 配额状态无变化
[2026-08-02 22:08:23 BJT] OK | 配额状态无变化
[2026-08-02 22:10:33 BJT] OK | 配额状态无变化
[2026-08-02 22:12:26 BJT] OK | 配额状态无变化
[2026-08-02 22:14:21 BJT] OK | 配额状态无变化
[2026-08-02 22:16:21 BJT] OK | 配额状态无变化
[2026-08-02 22:18:26 BJT] OK | 配额状态无变化
[2026-08-02 22:20:38 BJT] OK | 配额状态无变化
[2026-08-02 22:22:26 BJT] OK | 配额状态无变化
[2026-08-02 22:24:22 BJT] OK | 配额状态无变化
[2026-08-02 22:26:28 BJT] OK | 配额状态无变化
[2026-08-02 22:28:24 BJT] OK | 配额状态无变化
[2026-08-02 22:30:38 BJT] OK | 配额状态无变化
[2026-08-02 22:32:23 BJT] OK | 配额状态无变化
[2026-08-02 22:34:20 BJT] OK | 配额状态无变化
[2026-08-02 22:36:21 BJT] OK | 配额状态无变化
[2026-08-02 22:38:24 BJT] OK | 配额状态无变化
[2026-08-02 22:41:26 BJT] OK | 配额状态无变化
[2026-08-02 22:42:28 BJT] OK | 配额状态无变化
[2026-08-02 22:44:20 BJT] ALERT | 新配额放出: 1 个
[2026-08-02 22:48:27 BJT] OK | 配额状态无变化
[2026-08-02 22:50:31 BJT] OK | 配额状态无变化
[2026-08-02 22:52:19 BJT] OK | 配额状态无变化
[2026-08-02 22:54:26 BJT] OK | 配额状态无变化
[2026-08-02 22:56:27 BJT] OK | 配额状态无变化
[2026-08-02 22:58:26 BJT] OK | 配额状态无变化
[2026-08-02 23:01:51 BJT] OK | 配额状态无变化
[2026-08-02 23:02:29 BJT] OK | 配额状态无变化
